ID,Name,Gender,Age,Height (cm),Weight (kg),Team,NOC,Games,Year,Season,City,Sport,Event,Medal
85076,Aleksey Aleksandrovich Negodaylo,M,24,189,98,Russia-1,RUS,2014 Winter,2014,Winter,Sochi,Bobsleigh,Bobsleigh Men's Four,Gold
85205,Lars Fredrik Nelson,M,28,180,77,Sweden,SWE,2014 Winter,2014,Winter,Sochi,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,Gold
85933,Konrad ukasz Niedwiedzki,M,29,180,80,Poland,POL,2014 Winter,2014,Winter,Sochi,Speed Skating,Speed Skating Men's Team Pursuit (8 laps),Bronze
86221,Yelena Valeryevna Nikitina,F,21,169,57,Russia,RUS,2014 Winter,2014,Winter,Sochi,Skeleton,Skeleton Women's Skeleton,Bronze
86427,Tpp Karin Stina Nilsson,F,20,174,68,Sweden,SWE,2014 Winter,2014,Winter,Sochi,Cross Country Skiing,Cross Country Skiing Women's Team Sprint,Bronze
86532,Iivo Henrik Niskanen,M,22,187,80,Finland,FIN,2014 Winter,2014,Winter,Sochi,Cross Country Skiing,Cross Country Skiing Men's Team Sprint,Gold
86533,Kerttu Elina Niskanen,F,25,172,58,Finland,FIN,2014 Winter,2014,Winter,Sochi,Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,Silver
86533,Kerttu Elina Niskanen,F,25,172,58,Finland,FIN,2014 Winter,2014,Winter,Sochi,Cross Country Skiing,Cross Country Skiing Women's Team Sprint,Silver
87555,Gustav Bo Nils Nyquist,M,24,180,84,Sweden,SWE,2014 Winter,2014,Winter,Sochi,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
87736,Karin Oberhofer,F,28,165,58,Italy,ITA,2014 Winter,2014,Winter,Sochi,Biathlon,Biathlon Mixed 2 x 6 kilometres and 2 x 7.5 kilometres Relay,Bronze
88040,David Johnny Oduya,M,32,183,86,Sweden,SWE,2014 Winter,2014,Winter,Sochi,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
88102,Jill Officer Hinchey,F,38,177,72,Canada,CAN,2014 Winter,2014,Winter,Sochi,Curling,Curling Women's Curling,Gold
88969,Johan Arne Olsson,M,33,181,70,Sweden,SWE,2014 Winter,2014,Winter,Sochi,Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,Silver
88969,Johan Arne Olsson,M,33,181,70,Sweden,SWE,2014 Winter,2014,Winter,Sochi,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,Gold
89028,Nikolay Igorevich Olyunin,M,22,180,84,Russia,RUS,2014 Winter,2014,Winter,Sochi,Snowboarding,Snowboarding Men's Boardercross,Silver
89207,Ayana Onozuka,F,25,158,50,Japan,JPN,2014 Winter,2014,Winter,Sochi,Freestyle Skiing,Freestyle Skiing Women's Halfpipe,Bronze
89787,Kaetlyn Osmond,F,18,163,55,Canada,CAN,2014 Winter,2014,Winter,Sochi,Figure Skating,Figure Skating Mixed Team,Silver
89896,Ingvild Flugstad stberg,F,23,165,NA,Norway,NOR,2014 Winter,2014,Winter,Sochi,Cross Country Skiing,Cross Country Skiing Women's Sprint,Silver
89896,Ingvild Flugstad stberg,F,23,165,NA,Norway,NOR,2014 Winter,2014,Winter,Sochi,Cross Country Skiing,Cross Country Skiing Women's Team Sprint,Gold
90081,Caroline Ouellette,F,34,180,77,Canada,CAN,2014 Winter,2014,Winter,Sochi,Ice Hockey,Ice Hockey Women's Ice Hockey,Gold
91605,Park Seung-Hui,F,21,168,58,South Korea,KOR,2014 Winter,2014,Winter,Sochi,Short Track Speed Skating,Short Track Speed Skating Women's 500 metres,Bronze
91605,Park Seung-Hui,F,21,168,58,South Korea,KOR,2014 Winter,2014,Winter,Sochi,Short Track Speed Skating,Short Track Speed Skating Women's 1 000 metres,Gold
91605,Park Seung-Hui,F,21,168,58,South Korea,KOR,2014 Winter,2014,Winter,Sochi,Short Track Speed Skating,Short Track Speed Skating Women's 3 000 metres Relay,Gold
92760,Arnd Peiffer,M,26,185,80,Germany,GER,2014 Winter,2014,Winter,Sochi,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Silver
93242,Lucia Peretti,F,23,163,50,Italy,ITA,2014 Winter,2014,Winter,Sochi,Short Track Speed Skating,Short Track Speed Skating Women's 3 000 metres Relay,Bronze
93555,Ivan Perrillat Boiteux,M,28,172,64,France,FRA,2014 Winter,2014,Winter,Sochi,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,Bronze
93592,Corey Perry,M,28,190,95,Canada,CAN,2014 Winter,2014,Winter,Sochi,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
93934,Teodor Anders Peterson,M,25,186,79,Sweden,SWE,2014 Winter,2014,Winter,Sochi,Cross Country Skiing,Cross Country Skiing Men's Sprint,Silver
93934,Teodor Anders Peterson,M,25,186,79,Sweden,SWE,2014 Winter,2014,Winter,Sochi,Cross Country Skiing,Cross Country Skiing Men's Team Sprint,Bronze
94575,Michelle Picard,F,20,163,68,United States,USA,2014 Winter,2014,Winter,Sochi,Ice Hockey,Ice Hockey Women's Ice Hockey,Silver
94648,Olena Mykhailivna Pidhrushna,F,27,176,65,Ukraine,UKR,2014 Winter,2014,Winter,Sochi,Biathlon,Biathlon Women's 4 x 6 kilometres Relay,Gold
94761,"Alexander ""Alex"" Pietrangelo",M,24,190,96,Canada,CAN,2014 Winter,2014,Winter,Sochi,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
94816,Antti Sakari Pihlstrm,M,29,180,82,Finland,FIN,2014 Winter,2014,Winter,Sochi,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
94846,Noelle Pikus-Pace,F,31,178,73,United States,USA,2014 Winter,2014,Winter,Sochi,Skeleton,Skeleton Women's Skeleton,Silver
95067,Alexis Pinturault,M,22,180,80,France,FRA,2014 Winter,2014,Winter,Sochi,Alpine Skiing,Alpine Skiing Men's Giant Slalom,Bronze
95546,Yevgeny Viktorovich Plyushchenko,M,31,178,72,Russia,RUS,2014 Winter,2014,Winter,Sochi,Figure Skating,Figure Skating Mixed Team,Gold
95601,Iouri Aleksandrovich Podladtchikov,M,25,184,76,Switzerland,SUI,2014 Winter,2014,Winter,Sochi,Snowboarding,Snowboarding Men's Halfpipe,Gold
96539,Marie-Philip Poulin,F,22,169,72,Canada,CAN,2014 Winter,2014,Winter,Sochi,Ice Hockey,Ice Hockey Women's Ice Hockey,Gold
96910,Peter Prevc,M,21,169,56,Slovenia,SLO,2014 Winter,2014,Winter,Sochi,Ski Jumping,Ski Jumping Men's Normal Hill  Individual,Silver
96910,Peter Prevc,M,21,169,56,Slovenia,SLO,2014 Winter,2014,Winter,Sochi,Ski Jumping,Ski Jumping Men's Large Hill  Individual,Bronze
96936,Carey Price,M,26,191,100,Canada,CAN,2014 Winter,2014,Winter,Sochi,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
97319,Anna Maria Prytz,F,37,170,69,Sweden,SWE,2014 Winter,2014,Winter,Sochi,Curling,Curling Women's Curling,Silver
97372,Josephine Pucci,F,23,173,68,United States,USA,2014 Winter,2014,Winter,Sochi,Ice Hockey,Ice Hockey Women's Ice Hockey,Silver
98141,Eric Radford,M,29,188,86,Canada,CAN,2014 Winter,2014,Winter,Sochi,Figure Skating,Figure Skating Mixed Team,Silver
98956,Evelina Raselli,F,21,170,64,Switzerland,SUI,2014 Winter,2014,Winter,Sochi,Ice Hockey,Ice Hockey Women's Ice Hockey,Bronze
98989,Tuukka Mikael Rask,M,26,187,80,Finland,FIN,2014 Winter,2014,Winter,Sochi,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
99394,Viktoria Rebensburg,F,24,170,67,Germany,GER,2014 Winter,2014,Winter,Sochi,Alpine Skiing,Alpine Skiing Women's Giant Slalom,Bronze
100262,Kevin Reynolds,M,23,177,60,Canada,CAN,2014 Winter,2014,Winter,Sochi,Figure Skating,Figure Skating Mixed Team,Silver
100568,Jan Olof Daniel Richardsson,M,31,192,85,Sweden,SWE,2014 Winter,2014,Winter,Sochi,Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,Bronze
100568,Jan Olof Daniel Richardsson,M,31,192,85,Sweden,SWE,2014 Winter,2014,Winter,Sochi,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,Gold
100655,"Michael ""Mike"" Riddle",M,27,182,82,Canada,CAN,2014 Winter,2014,Winter,Sochi,Freestyle Skiing,Freestyle Skiing Men's Halfpipe,Silver
100764,Fabian Riele,M,23,172,62,Germany,GER,2014 Winter,2014,Winter,Sochi,Nordic Combined,Nordic Combined Men's Large Hill / 10 km  Individual,Bronze
100764,Fabian Riele,M,23,172,62,Germany,GER,2014 Winter,2014,Winter,Sochi,Nordic Combined,Nordic Combined Men's Team,Silver
102157,Kevin Rolland,M,24,178,65,France,FRA,2014 Winter,2014,Winter,Sochi,Freestyle Skiing,Freestyle Skiing Men's Halfpipe,Bronze
102260,Yana Sergeyevna Romanova,F,30,166,61,Russia,RUS,2014 Winter,2014,Winter,Sochi,Biathlon,Biathlon Women's 4 x 6 kilometres Relay,Silver
102933,Lauriane Rougeau,F,23,173,75,Canada,CAN,2014 Winter,2014,Winter,Sochi,Ice Hockey,Ice Hockey Women's Ice Hockey,Gold
103176,Mrti Rubenis,M,35,184,90,Latvia,LAT,2014 Winter,2014,Winter,Sochi,Luge,Luge Mixed Team Relay,Bronze
103439,Enni Eriika  Rukajrvi,F,23,165,54,Finland,FIN,2014 Winter,2014,Winter,Sochi,Snowboarding,Snowboarding Women's Slopestyle,Silver
103725,Tuomo Iisakki Ruutu,M,30,182,89,Finland,FIN,2014 Winter,2014,Winter,Sochi,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
103861,Johannes Rydzek,M,22,178,60,Germany,GER,2014 Winter,2014,Winter,Sochi,Nordic Combined,Nordic Combined Men's Team,Silver
103975,Aino-Kaisa Saarinen,F,35,166,58,Finland,FIN,2014 Winter,2014,Winter,Sochi,Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,Silver
103975,Aino-Kaisa Saarinen,F,35,166,58,Finland,FIN,2014 Winter,2014,Winter,Sochi,Cross Country Skiing,Cross Country Skiing Women's Team Sprint,Silver
104048,Martina Sblkov,F,26,171,53,Czech Republic,CZE,2014 Winter,2014,Winter,Sochi,Speed Skating,Speed Skating Women's 3 000 metres,Silver
104048,Martina Sblkov,F,26,171,53,Czech Republic,CZE,2014 Winter,2014,Winter,Sochi,Speed Skating,Speed Skating Women's 5 000 metres,Gold
104809,Sakari Jalmari Salminen,M,25,170,72,Finland,FIN,2014 Winter,2014,Winter,Sochi,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
104834,Sami Sakari Salo,M,39,190,93,Finland,FIN,2014 Winter,2014,Winter,Sochi,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
104994,Eva Samkov,F,20,171,68,Czech Republic,CZE,2014 Winter,2014,Winter,Sochi,Snowboarding,Snowboarding Women's Boardercross,Gold
105276,Stle Sandbech,M,20,170,NA,Norway,NOR,2014 Winter,2014,Winter,Sochi,Snowboarding,Snowboarding Men's Slopestyle,Silver
106347,Aljona Sawtchenko,F,30,153,48,Germany-1,GER,2014 Winter,2014,Winter,Sochi,Figure Skating,Figure Skating Mixed Pairs,Bronze
106644,Molly Patricia Schaus,F,25,175,71,United States,USA,2014 Winter,2014,Winter,Sochi,Ice Hockey,Ice Hockey Women's Ice Hockey,Silver
106715,Florence Schelling,F,24,174,65,Switzerland,SUI,2014 Winter,2014,Winter,Sochi,Ice Hockey,Ice Hockey Women's Ice Hockey,Bronze
106721,Simon Schempp,M,25,178,68,Germany,GER,2014 Winter,2014,Winter,Sochi,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Silver
106861,Marlies Schild (-Raich),F,32,172,66,Austria,AUT,2014 Winter,2014,Winter,Sochi,Alpine Skiing,Alpine Skiing Women's Slalom,Silver
106968,Anne Kathryn Schleper,F,24,178,77,United States,USA,2014 Winter,2014,Winter,Sochi,Ice Hockey,Ice Hockey Women's Ice Hockey,Silver
106981,Gregor Schlierenzauer,M,24,182,64,Austria,AUT,2014 Winter,2014,Winter,Sochi,Ski Jumping,Ski Jumping Men's Large Hill  Team,Silver
108162,Erik Daniel Sedin,M,33,185,85,Sweden,SWE,2014 Winter,2014,Winter,Sochi,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
108422,Teemu Ilmari Selnne,M,43,182,91,Finland,FIN,2014 Winter,2014,Winter,Sochi,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
108540,"Valentyna Oleksandrivna ""Valj"" Semerenko",F,28,161,54,Ukraine,UKR,2014 Winter,2014,Winter,Sochi,Biathlon,Biathlon Women's 4 x 6 kilometres Relay,Gold
108541,"Viktoriya Oleksandrivna ""Vita"" Semerenko",F,28,162,58,Ukraine,UKR,2014 Winter,2014,Winter,Sochi,Biathlon,Biathlon Women's 7.5 kilometres Sprint,Bronze
108541,"Viktoriya Oleksandrivna ""Vita"" Semerenko",F,28,162,58,Ukraine,UKR,2014 Winter,2014,Winter,Sochi,Biathlon,Biathlon Women's 4 x 6 kilometres Relay,Gold
108924,Kelsey Serwa,F,24,168,62,Canada,CAN,2014 Winter,2014,Winter,Sochi,Freestyle Skiing,Freestyle Skiing Women's Ski Cross,Silver
109321,Patrick Sharp,M,32,185,89,Canada,CAN,2014 Winter,2014,Winter,Sochi,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
109677,Shi Jingnan,M,19,175,66,China,CHN,2014 Winter,2014,Winter,Sochi,Short Track Speed Skating,Short Track Speed Skating Men's 5 000 metres Relay,Bronze
109730,Mikaela Pauline Shiffrin,F,18,170,64,United States,USA,2014 Winter,2014,Winter,Sochi,Alpine Skiing,Alpine Skiing Women's Slalom,Gold
109742,Yekaterina Vladimirovna Shikhova,F,28,172,63,Russia,RUS,2014 Winter,2014,Winter,Sochi,Speed Skating,Speed Skating Women's Team Pursuit (6 laps),Bronze
109758,Shim Seok-Hui,F,17,173,56,South Korea,KOR,2014 Winter,2014,Winter,Sochi,Short Track Speed Skating,Short Track Speed Skating Women's 1 000 metres,Bronze
109758,Shim Seok-Hui,F,17,173,56,South Korea,KOR,2014 Winter,2014,Winter,Sochi,Short Track Speed Skating,Short Track Speed Skating Women's 1 500 metres,Silver
109758,Shim Seok-Hui,F,17,173,56,South Korea,KOR,2014 Winter,2014,Winter,Sochi,Short Track Speed Skating,Short Track Speed Skating Women's 3 000 metres Relay,Gold
109789,Reruhi Shimizu,M,20,172,59,Japan,JPN,2014 Winter,2014,Winter,Sochi,Ski Jumping,Ski Jumping Men's Large Hill  Team,Bronze
109863,Anton Vladimirovich Shipulin,M,26,185,82,Russia,RUS,2014 Winter,2014,Winter,Sochi,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Gold
109956,Simon Shnapir,M,26,193,86,United States,USA,2014 Winter,2014,Winter,Sochi,Figure Skating,Figure Skating Mixed Team,Bronze
110077,Yekaterina Yevgenyevna Shumilova,F,27,173,57,Russia,RUS,2014 Winter,2014,Winter,Sochi,Biathlon,Biathlon Women's 4 x 6 kilometres Relay,Silver
110173,Andris ics,M,28,180,90,Latvia-1,LAT,2014 Winter,2014,Winter,Sochi,Luge,Luge Mixed (Men)'s Doubles,Bronze
110173,Andris ics,M,28,180,90,Latvia,LAT,2014 Winter,2014,Winter,Sochi,Luge,Luge Mixed Team Relay,Bronze
110174,Juris ics,M,30,174,82,Latvia-1,LAT,2014 Winter,2014,Winter,Sochi,Luge,Luge Mixed (Men)'s Doubles,Bronze
110174,Juris ics,M,30,174,82,Latvia,LAT,2014 Winter,2014,Winter,Sochi,Luge,Luge Mixed Team Relay,Bronze
110335,Lilli Margaretha Sigfridsson,F,38,169,NA,Sweden,SWE,2014 Winter,2014,Winter,Sochi,Curling,Curling Women's Curling,Silver
110443,Erik Jakob Silfverberg (Ekstrm-),M,23,186,91,Sweden,SWE,2014 Winter,2014,Winter,Sochi,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
111598,Nadezhda Valeryevna Skardino,F,28,160,49,Belarus,BLR,2014 Winter,2014,Winter,Sochi,Biathlon,Biathlon Women's 15 kilometres,Bronze
111723,Yuliya Igorevna Skokova,F,31,175,71,Russia,RUS,2014 Winter,2014,Winter,Sochi,Speed Skating,Speed Skating Women's Team Pursuit (6 laps),Bronze
111973,Anna Sloan,F,23,160,62,Great Britain,GBR,2014 Winter,2014,Winter,Sochi,Curling,Curling Women's Curling,Bronze
112086,"Johannes Adrianus Albertus ""Jan"" Smeekens",M,26,176,72,Netherlands,NED,2014 Winter,2014,Winter,Sochi,Speed Skating,Speed Skating Men's 500 metres,Silver
112516,Aleksandr Aleksandrovich Smyshlyayev,M,26,170,74,Russia,RUS,2014 Winter,2014,Winter,Sochi,Freestyle Skiing,Freestyle Skiing Men's Moguls,Bronze
113352,Adelina Dmitriyevna Sotnikova,F,17,163,NA,Russia,RUS,2014 Winter,2014,Winter,Sochi,Figure Skating,Figure Skating Women's Singles,Gold
113417,Gabriela Soukalov (-Koukalov),F,24,170,62,Czech Republic,CZE,2014 Winter,2014,Winter,Sochi,Biathlon,Biathlon Mixed 2 x 6 kilometres and 2 x 7.5 kilometres Relay,Silver
113417,Gabriela Soukalov (-Koukalov),F,24,170,62,Czech Republic,CZE,2014 Winter,2014,Winter,Sochi,Biathlon,Biathlon Women's 12.5 kilometres Mass Start,Silver
113421,Jaroslav Soukup,M,31,183,66,Czech Republic,CZE,2014 Winter,2014,Winter,Sochi,Biathlon,Biathlon Men's 10 kilometres Sprint,Bronze
113421,Jaroslav Soukup,M,31,183,66,Czech Republic,CZE,2014 Winter,2014,Winter,Sochi,Biathlon,Biathlon Mixed 2 x 6 kilometres and 2 x 7.5 kilometres Relay,Silver
113511,Dmitry Vladimirovich Sovolyov,M,24,183,74,Russia,RUS,2014 Winter,2014,Winter,Sochi,Figure Skating,Figure Skating Mixed Team,Gold
113937,Natalie Marie Spooner,F,23,178,80,Canada,CAN,2014 Winter,2014,Winter,Sochi,Ice Hockey,Ice Hockey Women's Ice Hockey,Gold
114084,Marianne St-Gelais,F,23,163,62,Canada,CAN,2014 Winter,2014,Winter,Sochi,Short Track Speed Skating,Short Track Speed Skating Women's 3 000 metres Relay,Silver
114099,Martin St. Louis,M,38,176,84,Canada,CAN,2014 Winter,2014,Winter,Sochi,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
114133,Kelli Allison Stack,F,26,165,62,United States,USA,2014 Winter,2014,Winter,Sochi,Ice Hockey,Ice Hockey Women's Ice Hockey,Silver
114213,Lara Stalder,F,19,166,60,Switzerland,SUI,2014 Winter,2014,Winter,Sochi,Ice Hockey,Ice Hockey Women's Ice Hockey,Bronze
114387,Phoebe Stanz,F,20,163,62,Switzerland,SUI,2014 Winter,2014,Winter,Sochi,Ice Hockey,Ice Hockey Women's Ice Hockey,Bronze
114572,Mario Stecher,M,36,177,62,Austria,AUT,2014 Winter,2014,Winter,Sochi,Nordic Combined,Nordic Combined Men's Team,Bronze
114577,Lee Ethel Stecklein,F,19,183,77,United States,USA,2014 Winter,2014,Winter,Sochi,Ice Hockey,Ice Hockey Women's Ice Hockey,Silver
114609,Alexander Lennart Steen,M,29,182,95,Sweden,SWE,2014 Winter,2014,Winter,Sochi,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
114859,Kristin Strmer Steira,F,32,169,53,Norway,NOR,2014 Winter,2014,Winter,Sochi,Cross Country Skiing,Cross Country Skiing Women's 30 kilometres,Bronze
115213,Anja Stiefel,F,23,160,60,Switzerland,SUI,2014 Winter,2014,Winter,Sochi,Ice Hockey,Ice Hockey Women's Ice Hockey,Bronze
115287,Kamil Wiktor Stoch,M,26,173,53,Poland,POL,2014 Winter,2014,Winter,Sochi,Ski Jumping,Ski Jumping Men's Normal Hill  Individual,Gold
115287,Kamil Wiktor Stoch,M,26,173,53,Poland,POL,2014 Winter,2014,Winter,Sochi,Ski Jumping,Ski Jumping Men's Large Hill  Individual,Gold
115419,Kseniya Andreyevna Stolbova,F,21,158,NA,Russia-2,RUS,2014 Winter,2014,Winter,Sochi,Figure Skating,Figure Skating Mixed Pairs,Silver
115419,Kseniya Andreyevna Stolbova,F,21,158,NA,Russia,RUS,2014 Winter,2014,Winter,Sochi,Figure Skating,Figure Skating Mixed Team,Gold
115753,Jnis Strenga,M,28,183,92,Latvia-1,LAT,2014 Winter,2014,Winter,Sochi,Bobsleigh,Bobsleigh Men's Four,Silver
116122,"Pernell Karl ""PK"" Subban",M,24,183,98,Canada,CAN,2014 Winter,2014,Winter,Sochi,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
116413,Christoph Sumann,M,38,182,80,Austria,AUT,2014 Winter,2014,Winter,Sochi,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Bronze
116539,Martin Johnsrud Sundby,M,29,174,72,Norway,NOR,2014 Winter,2014,Winter,Sochi,Cross Country Skiing,Cross Country Skiing Men's 30 km Skiathlon,Bronze
116916,Emil Hegle Svendsen,M,28,185,77,Norway,NOR,2014 Winter,2014,Winter,Sochi,Biathlon,Biathlon Mixed 2 x 6 kilometres and 2 x 7.5 kilometres Relay,Gold
116916,Emil Hegle Svendsen,M,28,185,77,Norway,NOR,2014 Winter,2014,Winter,Sochi,Biathlon,Biathlon Men's 15 kilometres Mass Start,Gold
117307,Shannon Lynn Szabados,F,27,175,65,Canada,CAN,2014 Winter,2014,Winter,Sochi,Ice Hockey,Ice Hockey Women's Ice Hockey,Gold
117573,Robin Szolkowy,M,34,174,72,Germany-1,GER,2014 Winter,2014,Winter,Sochi,Figure Skating,Figure Skating Mixed Pairs,Bronze
117655,Jan Marek Szymaski,M,24,180,77,Poland,POL,2014 Winter,2014,Winter,Sochi,Speed Skating,Speed Skating Men's Team Pursuit (8 laps),Bronze
118044,Taku Takeuchi,M,26,175,61,Japan,JPN,2014 Winter,2014,Winter,Sochi,Ski Jumping,Ski Jumping Men's Large Hill  Team,Bronze
118046,Tomoka Takeuchi,F,30,165,61,Japan,JPN,2014 Winter,2014,Winter,Sochi,Snowboarding,Snowboarding Women's Parallel Giant Slalom,Silver
118140,Per Henrik Tallinder,M,35,193,98,Sweden,SWE,2014 Winter,2014,Winter,Sochi,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
118800,John Tavares,M,23,183,90,Canada,CAN,2014 Winter,2014,Winter,Sochi,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
119148,Denis Yuryevich Ten,M,20,164,55,Kazakhstan,KAZ,2014 Winter,2014,Winter,Sochi,Figure Skating,Figure Skating Men's Singles,Bronze
119226,Jorien ter Mors,F,24,182,73,Netherlands,NED,2014 Winter,2014,Winter,Sochi,Speed Skating,Speed Skating Women's 1 500 metres,Gold
119226,Jorien ter Mors,F,24,182,73,Netherlands,NED,2014 Winter,2014,Winter,Sochi,Speed Skating,Speed Skating Women's Team Pursuit (6 laps),Gold
119485,Sandra Thalmann,F,21,163,68,Switzerland,SUI,2014 Winter,2014,Winter,Sochi,Ice Hockey,Ice Hockey Women's Ice Hockey,Bronze
119937,Marielle Thompson,F,21,178,70,Canada,CAN,2014 Winter,2014,Winter,Sochi,Freestyle Skiing,Freestyle Skiing Women's Ski Cross,Gold
120405,Kimmo Samuel Timonen,M,38,177,84,Finland,FIN,2014 Winter,2014,Winter,Sochi,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
120492,Elza Truma (-Cauce),F,23,170,72,Latvia,LAT,2014 Winter,2014,Winter,Sochi,Luge,Luge Mixed Team Relay,Bronze
120709,Jonathan Bryan Toews,M,25,188,95,Canada,CAN,2014 Winter,2014,Winter,Sochi,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
120892,"Curtis ""Curt"" Tomasevicz",M,33,185,100,United States-1,USA,2014 Winter,2014,Winter,Sochi,Bobsleigh,Bobsleigh Men's Four,Bronze
121669,Maksim Leonidovich Trankov,M,30,187,77,Russia-1,RUS,2014 Winter,2014,Winter,Sochi,Figure Skating,Figure Skating Mixed Pairs,Gold
121669,Maksim Leonidovich Trankov,M,30,187,77,Russia,RUS,2014 Winter,2014,Winter,Sochi,Figure Skating,Figure Skating Mixed Team,Gold
121842,Chlo Ella Trespeuch,F,19,176,63,France,FRA,2014 Winter,2014,Winter,Sochi,Snowboarding,Snowboarding Women's Boardercross,Bronze
121855,Aleksandr Vladimirovich Tretyakov,M,28,186,84,Russia,RUS,2014 Winter,2014,Winter,Sochi,Skeleton,Skeleton Men's Skeleton,Gold
122124,Dmitry Vyacheslavovich Trunenkov,M,29,188,100,Russia-1,RUS,2014 Winter,2014,Winter,Sochi,Bobsleigh,Bobsleigh Men's Four,Gold
122408,Alla Petrovna Tsuper,F,34,153,53,Belarus,BLR,2014 Winter,2014,Winter,Sochi,Freestyle Skiing,Freestyle Skiing Women's Aerials,Gold
123616,Yevgeny Romanovich Ustyugov,M,28,168,60,Russia,RUS,2014 Winter,2014,Winter,Sochi,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Gold
123690,Ossi Reijo Juhani Vnnen,M,33,191,99,Finland,FIN,2014 Winter,2014,Winter,Sochi,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
123865,Martina Valcepina,F,21,168,60,Italy,ITA,2014 Winter,2014,Winter,Sochi,Short Track Speed Skating,Short Track Speed Skating Women's 3 000 metres Relay,Bronze
124180,"Charlotte Willemijn ""Lotte"" van Beek",F,22,180,69,Netherlands,NED,2014 Winter,2014,Winter,Sochi,Speed Skating,Speed Skating Women's 1 500 metres,Bronze
124180,"Charlotte Willemijn ""Lotte"" van Beek",F,22,180,69,Netherlands,NED,2014 Winter,2014,Winter,Sochi,Speed Skating,Speed Skating Women's Team Pursuit (6 laps),Gold
125508,Sami Vatanen,M,22,177,79,Finland,FIN,2014 Winter,2014,Winter,Sochi,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
125535,Pierre Vaultier,M,26,186,77,France,FRA,2014 Winter,2014,Winter,Sochi,Snowboarding,Snowboarding Men's Boardercross,Gold
126168,Koen Verweij,M,23,182,83,Netherlands,NED,2014 Winter,2014,Winter,Sochi,Speed Skating,Speed Skating Men's 1 500 metres,Silver
126168,Koen Verweij,M,23,182,83,Netherlands,NED,2014 Winter,2014,Winter,Sochi,Speed Skating,Speed Skating Men's Team Pursuit (8 laps),Gold
126240,"Jessica Ann ""Jessie"" Vetter",F,28,173,70,United States,USA,2014 Winter,2014,Winter,Sochi,Ice Hockey,Ice Hockey Women's Ice Hockey,Silver
126557,Sandro Viletta,M,28,177,77,Switzerland,SUI,2014 Winter,2014,Winter,Sochi,Alpine Skiing,Alpine Skiing Men's Combined,Gold
126577,Arvis Vilkaste,M,24,183,97,Latvia-1,LAT,2014 Winter,2014,Winter,Sochi,Bobsleigh,Bobsleigh Men's Four,Silver
126690,Olga Gennadyevna Vilukhina,F,25,172,65,Russia,RUS,2014 Winter,2014,Winter,Sochi,Biathlon,Biathlon Women's 7.5 kilometres Sprint,Silver
126690,Olga Gennadyevna Vilukhina,F,25,172,65,Russia,RUS,2014 Winter,2014,Winter,Sochi,Biathlon,Biathlon Women's 4 x 6 kilometres Relay,Silver
126799,Tessa Jane Virtue (-McCormick),F,24,165,53,Canada-1,CAN,2014 Winter,2014,Winter,Sochi,Figure Skating,Figure Skating Mixed Ice Dancing,Silver
126799,Tessa Jane Virtue (-McCormick),F,24,165,53,Canada,CAN,2014 Winter,2014,Winter,Sochi,Figure Skating,Figure Skating Mixed Team,Silver
